R,Z,Connection
1.35,4.2134786922472225,spline
1.377161272304793,4.465100294937864,spline
1.4043225446095857,4.567860166408806,spline
1.4314838169143784,4.645702314622381,spline
1.4586450892191714,4.710478592085351,spline
1.485806361523964,4.76679930972548,spline
1.5129676338287568,4.817038395919652,spline
1.5401289061335497,4.86261152260601,spline
1.5672901784383424,4.904444541930932,spline
1.594451450743135,4.943182901552354,spline
1.621612723047928,4.979298228637616,spline
1.6487739953527207,5.0131477959879795,spline
1.6759352676575134,5.045010116960547,spline
1.7030965399623064,5.0751074024209775,spline
1.730257812267099,5.103620402503645,spline
1.7574190845718918,5.130698548914963,spline
1.7845803568766847,5.156467097117862,spline
1.8117416291814774,5.181032313490388,spline
1.8389029014862701,5.204485297159719,spline
1.866064173791063,5.226904861604318,spline
1.8932254460958557,5.248359754485706,spline
1.9203867184006485,5.268910378962554,spline
1.9475479907054414,5.288610153545669,spline
1.974709263010234,5.3075065992104635,spline
2.001870535315027,5.325642213934033,spline
2.0290318076198197,5.343055191192298,spline
2.056193079924612,5.359780007075589,spline
2.083354352229405,5.375847913187955,spline
2.110515624534198,5.391287332944148,spline
2.1376768968389905,5.4061242175453605,spline
2.1648381691437835,5.420382333244877,spline
2.1919994414485764,5.434083509141449,spline
2.219160713753369,5.447247847652706,spline
2.246321986058162,5.459893914950946,spline
2.2734832583629547,5.472038891089075,spline
2.300644530667747,5.48369871239959,spline
2.32780580297254,5.494888191216033,spline
2.354967075277333,5.505621125658843,spline
2.3821283475821255,5.515910385327485,spline
2.4092896198869185,5.525768000181624,spline
2.4364508921917114,5.535205229636612,spline
2.463612164496504,5.544232629751353,spline
2.490773436801297,5.552860111520955,spline
2.5179347091060897,5.561096984759684,spline
2.5450959814108822,5.568952018484655,spline
2.572257253715675,5.5764334690188075,spline
2.599418526020468,5.583549129129761,spline
2.6265797983252606,5.59030635183037,spline
2.6537410706300535,5.596712090300304,spline
2.6809023429348464,5.602772917699602,spline
2.708063615239639,5.6084950598975185,spline
2.735224887544432,5.613884412129053,spline
2.7623861598492248,5.618946566008478,spline
2.7895474321540172,5.62368682340835,spline
2.81670870445881,5.628110219096064,spline
2.843869976763603,5.632221532880431,spline
2.8710312490683956,5.6360253068342825,spline
2.8981925213731885,5.6395258619315785,spline
2.9253537936779814,5.642727305030348,spline
2.952515065982774,5.645633539323354,spline
2.979676338287567,5.648248283195207,spline
3.0068376105923598,5.6505750746107966,spline
3.0339988828971522,5.652617281147594,spline
3.061160155201945,5.654378109176681,spline
3.088321427506738,5.65586061019375,spline
3.1154826998115306,5.657067695423321,spline
3.1426439721163235,5.6580021314519575,spline
3.1698052444211164,5.658666553100896,spline
3.196966516725909,5.659063459702918,spline
3.224127789030702,5.659195283669858,spline
3.2889955022331554,5.658450550485498,spline
3.353863215435609,5.656234831450915,spline
3.4187309286380625,5.652573251386643,spline
3.483598641840516,5.647487951349342,spline
3.5484663550429696,5.640998327200565,spline
3.6133340682454236,5.633121224427349,spline
3.678201781447877,5.623871115068397,spline
3.7430694946503307,5.613260265720048,spline
3.8079372078527842,5.60129884608368,spline
3.8728049210552378,5.587995050441798,spline
3.9376726342576913,5.573355186629035,spline
4.002540347460145,5.557383750913603,spline
4.067408060662599,5.540083492650397,spline
4.132275773865052,5.521455459359007,spline
4.197143487067506,5.501499028616799,spline
4.262011200269959,5.480211942689737,spline
4.326878913472413,5.457590315903761,spline
4.391746626674866,5.433628639663756,spline
4.45661433987732,5.408319776171703,spline
4.521482053079774,5.381654941262356,spline
4.586349766282227,5.353623677782312,spline
4.65121747948468,5.324213818475967,spline
4.716085192687134,5.293411437562508,spline
4.780952905889588,5.261200792801572,spline
4.845820619092041,5.227564254071435,spline
4.910688332294495,5.1924822176975916,spline
4.9755560454969485,5.155933013470186,spline
5.0404237586994025,5.1178927844558935,spline
5.105291471901856,5.078335363071246,spline
5.17015918510431,5.037232120326713,spline
5.235026898306764,4.994551795723509,spline
5.299894611509217,4.950260310206037,spline
5.36476232471167,4.9043205347833965,spline
5.429630037914124,4.856692053587003,spline
5.494497751116578,4.8073308678146915,spline
5.559365464319031,4.7561890741841655,spline
5.624233177521484,4.703214498536678,spline
5.689100890723939,4.648350247582911,spline
5.753968603926392,4.5915342489827635,spline
5.818836317128845,4.532698655439877,spline
5.883704030331299,4.471769184610842,spline
5.948571743533753,4.408664363578892,spline
6.013439456736206,4.3432946453853125,spline
6.078307169938659,4.275561325955529,spline
6.143174883141113,4.205355300838743,spline
6.208042596343567,4.132555596610184,spline
6.27291030954602,4.057027580236147,spline
6.3377780227484735,3.978620825723931,spline
6.402645735950928,3.897166483347432,spline
6.467513449153381,3.8124740972544227,spline
6.5323811623558345,3.7243276164552417,spline
6.5972488755582885,3.6324804358879987,spline
6.6621165887607425,3.53664908627738,spline
6.726984301963196,3.4365051162137363,spline
6.791852015165649,3.3316645198962793,spline
6.856719728368103,3.221673727069373,spline
6.921587441570557,3.105990597072912,spline
6.98645515477301,2.9839581895776437,spline
7.051322867975464,2.8547675063850075,spline
7.116190581177918,2.71740304141202,spline
7.181058294380371,2.5705601939084204,spline
7.245926007582824,2.412514450631428,spline
7.310793720785277,2.240902638455353,spline
7.375661433987732,2.052330789288685,spline
7.440529147190185,1.8416032223894405,spline
7.505396860392638,1.599997405150079,spline
7.570264573595093,1.3105547226135787,spline
7.635132286797546,0.9296300751501211,spline
7.7,-7.450580177469691e-09,spline
7.635132286797546,-0.9296300751501211,spline
7.570264573595093,-1.3105547226135787,spline
7.505396860392638,-1.599997405150079,spline
7.440529147190185,-1.8416032223894405,spline
7.375661433987732,-2.052330789288685,spline
7.310793720785277,-2.240902638455353,spline
7.245926007582824,-2.412514450631428,spline
7.181058294380371,-2.5705601939084204,spline
7.116190581177918,-2.71740304141202,spline
7.051322867975464,-2.8547675063850075,spline
6.98645515477301,-2.9839581895776437,spline
6.921587441570557,-3.105990597072912,spline
6.856719728368103,-3.221673727069373,spline
6.791852015165649,-3.3316645198962793,spline
6.726984301963196,-3.4365051162137363,spline
6.6621165887607425,-3.53664908627738,spline
6.5972488755582885,-3.6324804358879987,spline
6.5323811623558345,-3.7243276164552417,spline
6.467513449153381,-3.8124740972544227,spline
6.402645735950928,-3.897166483347432,spline
6.3377780227484735,-3.978620825723931,spline
6.27291030954602,-4.057027580236147,spline
6.208042596343567,-4.132555596610184,spline
6.143174883141113,-4.205355300838743,spline
6.078307169938659,-4.275561325955529,spline
6.013439456736206,-4.3432946453853125,spline
5.948571743533753,-4.408664363578892,spline
5.883704030331299,-4.471769184610842,spline
5.818836317128845,-4.532698655439877,spline
5.753968603926392,-4.5915342489827635,spline
5.689100890723939,-4.648350247582911,spline
5.624233177521484,-4.703214498536678,spline
5.559365464319031,-4.7561890741841655,spline
5.494497751116578,-4.8073308678146915,spline
5.429630037914124,-4.856692053587003,spline
5.36476232471167,-4.9043205347833965,spline
5.299894611509217,-4.950260310206037,spline
5.235026898306764,-4.994551795723509,spline
5.17015918510431,-5.037232120326713,spline
5.105291471901856,-5.078335363071246,spline
5.0404237586994025,-5.1178927844558935,spline
4.9755560454969485,-5.155933013470186,spline
4.910688332294495,-5.1924822176975916,spline
4.845820619092041,-5.227564254071435,spline
4.780952905889588,-5.261200792801572,spline
4.716085192687134,-5.293411437562508,spline
4.65121747948468,-5.324213818475967,spline
4.586349766282227,-5.353623677782312,spline
4.521482053079774,-5.381654941262356,spline
4.45661433987732,-5.408319776171703,spline
4.391746626674866,-5.433628639663756,spline
4.326878913472413,-5.457590315903761,spline
4.262011200269959,-5.480211942689737,spline
4.197143487067506,-5.501499028616799,spline
4.132275773865052,-5.521455459359007,spline
4.067408060662599,-5.540083492650397,spline
4.002540347460145,-5.557383750913603,spline
3.9376726342576913,-5.573355186629035,spline
3.8728049210552378,-5.587995050441798,spline
3.8079372078527842,-5.60129884608368,spline
3.7430694946503307,-5.613260265720048,spline
3.678201781447877,-5.623871115068397,spline
3.6133340682454236,-5.633121224427349,spline
3.5484663550429696,-5.640998327200565,spline
3.483598641840516,-5.647487951349342,spline
3.4187309286380625,-5.652573251386643,spline
3.353863215435609,-5.656234831450915,spline
3.2889955022331554,-5.658450550485498,spline
3.224127789030702,-5.659195283669858,spline
3.196966516725909,-5.659063459702918,spline
3.1698052444211164,-5.658666553100896,spline
3.1426439721163235,-5.6580021314519575,spline
3.1154826998115306,-5.657067695423321,spline
3.088321427506738,-5.65586061019375,spline
3.061160155201945,-5.654378109176681,spline
3.0339988828971522,-5.652617281147594,spline
3.0068376105923598,-5.6505750746107966,spline
2.979676338287567,-5.648248283195207,spline
2.952515065982774,-5.645633539323354,spline
2.9253537936779814,-5.642727305030348,spline
2.8981925213731885,-5.6395258619315785,spline
2.8710312490683956,-5.6360253068342825,spline
2.843869976763603,-5.632221532880431,spline
2.81670870445881,-5.628110219096064,spline
2.7895474321540172,-5.62368682340835,spline
2.7623861598492248,-5.618946566008478,spline
2.735224887544432,-5.613884412129053,spline
2.708063615239639,-5.6084950598975185,spline
2.6809023429348464,-5.602772917699602,spline
2.6537410706300535,-5.596712090300304,spline
2.6265797983252606,-5.59030635183037,spline
2.599418526020468,-5.583549129129761,spline
2.572257253715675,-5.5764334690188075,spline
2.5450959814108822,-5.568952018484655,spline
2.5179347091060897,-5.561096984759684,spline
2.490773436801297,-5.552860111520955,spline
2.463612164496504,-5.544232629751353,spline
2.4364508921917114,-5.535205229636612,spline
2.4092896198869185,-5.525768000181624,spline
2.3821283475821255,-5.515910385327485,spline
2.354967075277333,-5.505621125658843,spline
2.32780580297254,-5.494888191216033,spline
2.300644530667747,-5.48369871239959,spline
2.2734832583629547,-5.472038891089075,spline
2.246321986058162,-5.459893914950946,spline
2.219160713753369,-5.447247847652706,spline
2.1919994414485764,-5.434083509141449,spline
2.1648381691437835,-5.420382333244877,spline
2.1376768968389905,-5.4061242175453605,spline
2.110515624534198,-5.391287332944148,spline
2.083354352229405,-5.375847913187955,spline
2.056193079924612,-5.359780007075589,spline
2.0290318076198197,-5.343055191192298,spline
2.001870535315027,-5.325642213934033,spline
1.974709263010234,-5.3075065992104635,spline
1.9475479907054414,-5.288610153545669,spline
1.9203867184006485,-5.268910378962554,spline
1.8932254460958557,-5.248359754485706,spline
1.866064173791063,-5.226904861604318,spline
1.8389029014862701,-5.204485297159719,spline
1.8117416291814774,-5.181032313490388,spline
1.7845803568766847,-5.156467097117862,spline
1.7574190845718918,-5.130698548914963,spline
1.730257812267099,-5.103620402503645,spline
1.7030965399623064,-5.0751074024209775,spline
1.6759352676575134,-5.045010116960547,spline
1.6487739953527207,-5.0131477959879795,spline
1.621612723047928,-4.979298228637616,spline
1.594451450743135,-4.943182901552354,spline
1.5672901784383424,-4.904444541930932,spline
1.5401289061335497,-4.86261152260601,spline
1.5129676338287568,-4.817038395919652,spline
1.485806361523964,-4.76679930972548,spline
1.4586450892191714,-4.710478592085351,spline
1.4314838169143784,-4.645702314622381,spline
1.4043225446095857,-4.567860166408806,spline
1.377161272304793,-4.465100294937864,spline
1.35,-4.2134786922472225,straight
1.1,-4.2134786922472225,spline
1.1286051791333727,-4.491930661080729,spline
1.1626230554717902,-4.631745665158747,spline
1.1954404061547252,-4.72806437043056,spline
1.2280927200651621,-4.807151261839906,spline
1.2606245788200094,-4.875395648237738,spline
1.2930501791865077,-4.935934624386641,spline
1.3253769874469594,-4.990602199690039,spline
1.3576101555692832,-5.040585233899318,spline
1.389753803774119,-5.086705977485627,spline
1.4218114693198067,-5.129562858569849,spline
1.4537863479870914,-5.169608070098748,spline
1.4856813460392153,-5.207193486357222,spline
1.5174992033391612,-5.2425995772781775,spline
1.549242461747827,-5.276054282226816,spline
1.5809135198327435,-5.307745959560005,spline
1.6125146807895792,-5.337832482769831,spline
1.6440480908177322,-5.366447731379643,spline
1.6755158064008102,-5.393706482970227,spline
1.7069198050951908,-5.419708051184761,spline
1.7382619501064183,-5.4445390472531425,spline
1.769544028970762,-5.468275579149444,spline
1.800767752025808,-5.4909849581364325,spline
1.8319347524222829,-5.512727063897519,spline
1.8630466078857644,-5.533555458276751,spline
1.8941048155004312,-5.553518268233414,spline
1.9251108188334258,-5.572658941747909,spline
1.9560659773941018,-5.591016845963547,spline
1.9869716655345517,-5.608627826627893,spline
2.0178291351820006,-5.625524568561054,spline
2.0486396115100463,-5.6417370151556945,spline
2.079404275942612,-5.657292668238213,spline
2.110124281401317,-5.6722168597853475,spline
2.1408006917723754,-5.686532959363538,spline
2.1714345887309485,-5.700262616907268,spline
2.2020269875064282,-5.713425898820408,spline
2.2325788735155396,-5.7260414561858175,spline
2.2630911684097215,-5.738126647608869,spline
2.2935648152767536,-5.749697683411867,spline
2.324000677390802,-5.760769694405079,spline
2.354399616741328,-5.771356850839951,spline
2.3847624490810317,-5.7814724290660955,spline
2.41508995899601,-5.791128890817146,spline
2.445382967965779,-5.800337961303229,spline
2.475642161094619,-5.809110646985644,spline
2.5058683094021448,-5.817457343506243,spline
2.5360620673881256,-5.825387833950905,spline
2.56622415177043,-5.832911372242044,spline
2.59635518242381,-5.840036687977523,spline
2.626455827515173,-5.846772050810061,spline
2.656526673998405,-5.853125278160712,spline
2.6865683459444165,-5.859103785261614,spline
2.7165813991013743,-5.864714594630657,spline
2.7465664195355273,-5.869964375276743,spline
2.7765239339143943,-5.874859452562538,spline
2.806454489210203,-5.87940583920092,spline
2.8363585971129193,-5.88360924655246,spline
2.8662367286483112,-5.887475105349107,spline
2.8960893915377697,-5.891008586578869,spline
2.9259170915369856,-5.894214608102497,spline
2.9557202486544734,-5.897097847730674,spline
2.9854993208138163,-5.899662764770962,spline
3.015254746849525,-5.901913605556576,spline
3.0449869484493344,-5.903854415433082,spline
3.074696350972848,-5.9054890486566896,spline
3.1043833028584493,-5.9068211806588184,spline
3.1340482451103533,-5.907854314706855,spline
3.163691549362506,-5.908591787386532,spline
3.1933136665675024,-5.909036771649855,spline
3.222914458402154,-5.909192339310091,spline
3.291865512872009,-5.908434076020548,spline
3.3623976136625267,-5.906089117079367,spline
3.432820220642617,-5.902175919342758,spline
3.5031374266881192,-5.896723253597397,spline
3.5733531166371244,-5.889756541330985,spline
3.643471014719184,-5.881298105818903,spline
3.7134946510665614,-5.871367404644784,spline
3.783427310912983,-5.859981255233526,spline
3.8532721844034707,-5.847153965821197,spline
3.9230322548087706,-5.832897510502964,spline
3.9927103645044064,-5.8172216423979455,spline
4.06230921803264,-5.800133997279056,spline
4.131831376711467,-5.781640186511833,spline
4.201279290058423,-5.76174385848171,spline
4.270655306286094,-5.740446747658378,spline
4.339961631595555,-5.717748740378334,spline
4.40920039316138,-5.693647880878533,spline
4.4783736176906555,-5.66814039721026,spline
4.547483241087172,-5.641220705308781,spline
4.616531116254805,-5.612881400798346,spline
4.685519015748767,-5.583113241728569,spline
4.754448636750153,-5.551905118638339,spline
4.823321606951944,-5.519244011509727,spline
4.892139483479391,-5.485114939214581,spline
4.960903761151695,-5.4495008901045106,spline
5.02961587953416,-5.412382737268504,spline
5.098277208682743,-5.373739156878322,spline
5.166889083586687,-5.333546492054797,spline
5.235452772964476,-5.291778647588904,spline
5.303969503010442,-5.2484069266409605,spline
5.372440455429378,-5.203399860878324,spline
5.440866755003528,-5.1567230302274,spline
5.509249510753411,-5.108338801293382,spline
5.577589763039664,-5.05820612193156,spline
5.6458885371769805,-5.006280182706735,spline
5.714146813088654,-4.952512109187846,spline
5.782365524692017,-4.896848588454589,spline
5.850545610132297,-4.839231369161648,spline
5.918687918945241,-4.779596864246194,spline
5.986793319295161,-4.717875450485327,spline
6.054862649873604,-4.65399082700376,spline
6.122896702777225,-4.587859253530481,spline
6.1908962260630425,-4.519388640229208,spline
6.258861983356588,-4.448477373075561,spline
6.32679470609031,-4.375013075845095,spline
6.394695083287299,-4.298871107365255,spline
6.462563798384618,-4.219912675230588,spline
6.530401501127958,-4.137982664245542,spline
6.598208843316119,-4.052906879640979,spline
6.665986436694817,-3.9644888110698195,spline
6.733734892653001,-3.8725054666738754,spline
6.801454792048011,-3.7767022916193422,spline
6.869146703432447,-3.676786631635577,spline
6.936811189399862,-3.572419343977575,spline
7.00444879662441,-3.463203899982152,spline
7.072060049256797,-3.3486719404408767,spline
7.139645478470656,-3.2282636216665446,spline
7.207205600312426,-3.1013005979138866,spline
7.274740936054774,-2.966947570815854,spline
7.342252005559483,-2.8241561791016347,spline
7.409739349109783,-2.671579871238352,spline
7.477203548284711,-2.5074391532482223,spline
7.544645259108599,-2.3292964053386362,spline
7.612065295648642,-2.133652460396757,spline
7.679464826568538,-1.9151541647355785,spline
7.746845900348703,-1.6648230258898349,spline
7.814213293580847,-1.3652266717036938,spline
7.881584423972938,-0.9715984451647145,spline
7.949393592632739,-0.01740218989231548,spline
7.884525879449654,0.9470322573142661,spline
7.816716710770485,1.3525230926281722,spline
7.749345580378392,1.654669354240194,spline
7.68197818714625,1.9064288431291965,spline
7.614597113366085,2.125881731634823,spline
7.547197582446187,2.322224309563425,spline
7.4797775459061455,2.500908217514711,spline
7.412335835082258,2.6654848965252147,spline
7.34487163590733,2.8184227187419517,spline
7.277384292357029,2.9615206440746222,spline
7.20987322285232,3.09613825400849,spline
7.1423378871099725,3.2233330054091547,spline
7.074777765268202,3.343946751663006,spline
7.007192336054343,3.458662733267783,spline
6.939581083421957,3.568044496299609,spline
6.8719434761974085,3.6725633140412186,spline
6.804278990229993,3.7726179812461957,spline
6.736587078845557,3.868549472186585,spline
6.668867179450548,3.9606519474730564,spline
6.601118723492364,4.049181197162829,spline
6.533341130113664,4.1343612220174775,spline
6.465533787925505,4.216389418757758,spline
6.397696085182165,4.295440691604625,spline
6.329827370084845,4.371670811593813,spline
6.261926992887856,4.44521910096188,spline
6.193994270154135,4.516210692505345,spline
6.126028512860589,4.584758358422787,spline
6.058028989574771,4.650964074562431,spline
5.98999493667115,4.714920297832795,spline
5.9219256060927075,4.776711044028213,spline
5.853820205742788,4.836412862846342,spline
5.785677896929842,4.894095620115414,spline
5.717497811489564,4.949823164102077,spline
5.649279099886201,5.003653902818372,spline
5.5810208239745265,5.055641368479047,spline
5.51272204983721,5.105834603127953,spline
5.444381797550958,5.154278576716022,spline
5.375999041801075,5.2010145157448715,spline
5.307572742226924,5.246080185481529,spline
5.239101789807988,5.289510169385493,spline
5.170585059762023,5.331336068973552,spline
5.102021370384233,5.3715867210690895,spline
5.0334094954802895,5.410288361105728,spline
4.964748166331706,5.447464773642348,spline
4.8960360479492415,5.483137428834647,spline
4.827271770276937,5.517325583975517,spline
4.75845389374949,5.550046392423186,spline
4.6895809235477,5.581314977944683,spline
4.620651302546314,5.611144505208613,spline
4.551663403052351,5.639546235707693,spline
4.482615527884718,5.666529568800835,spline
4.413505904488202,5.692102073450265,spline
4.344332679958926,5.716269507664509,spline
4.275093918393102,5.739035826305396,spline
4.20578759308364,5.760403178400587,spline
4.13641157685597,5.7803718917730995,spline
4.066963663509013,5.798940444775039,spline
3.997441504830186,5.816105432994489,spline
3.927842651301953,5.831861506210708,spline
3.858164541606317,5.846201306144847,spline
3.788404471201017,5.859115385457565,spline
3.7185595977105295,5.870592104581876,spline
3.648626937864108,5.880617514003736,spline
3.57860330151673,5.889175208592119,spline
3.508485403434671,5.896246165479762,spline
3.4382697134856657,5.901808553634698,spline
3.3679525074401635,5.9058374994070295,spline
3.297529900460073,5.908304836113951,spline
3.2269977996695554,5.909178809204907,spline
3.195753186097361,5.9090605153431515,spline
3.16615239426271,5.9086398650478325,spline
3.1365302770577133,5.907927365737594,spline
3.1068869728055604,5.906919878678218,spline
3.077222030553657,5.9056140954292475,spline
3.047535078668055,5.904006547639621,spline
3.0178256761445414,5.902093587403995,spline
2.9880934745447325,5.899871399019778,spline
2.9583380485090234,5.897335973355373,spline
2.9285589763496804,5.89448310385882,spline
2.898755819232193,5.891308373809491,spline
2.8689281192329767,5.887807143480099,spline
2.8390754563435183,5.883974550251811,spline
2.809197324808127,5.879805472598608,spline
2.77929321690541,5.875294525416553,spline
2.7493626616096014,5.870436056874824,spline
2.719405147230735,5.865224117876871,spline
2.6894201267965814,5.8596524407512325,spline
2.6594070736396236,5.853714433030079,spline
2.6293654016936125,5.847403135962796,spline
2.59929455521038,5.8407112234107625,spline
2.569193910119017,5.833630949507589,spline
2.5390628794656376,5.826154149541434,spline
2.5089007950833326,5.818272173839952,spline
2.478707037097352,5.809975892972091,spline
2.4484808887898266,5.801255613260673,spline
2.4182216956609865,5.7921010880645,spline
2.3879286866912173,5.782501409047544,spline
2.3576011767762393,5.7724450289513545,spline
2.327238344436535,5.761919621384963,spline
2.296839405086009,5.7509120795509405,spline
2.266403542971961,5.739408423743225,spline
2.2359298961049285,5.727393713166059,spline
2.2054176012107467,5.714851977369375,spline
2.1748657152016357,5.701766077509893,spline
2.1442733164261556,5.688117640769139,spline
2.1136394194675825,5.673886892065298,spline
2.0829630090965243,5.6590525212740905,spline
2.052243003637819,5.643591492341641,spline
2.0214783392052533,5.627478899456178,spline
1.990667862877208,5.610687683959841,spline
1.9598103932297588,5.5931884068716995,spline
1.928904705089309,5.574948939851181,spline
1.8979495465286333,5.555934125864619,spline
1.8669435431956383,5.536105290975149,spline
1.8358853355809717,5.515419843553182,spline
1.8047734801174902,5.493830618232725,spline
1.7736064797210152,5.471285183553317,spline
1.7423827566659693,5.447724954672596,spline
1.7111006778016256,5.423084154371755,spline
1.6797585327903979,5.3972884867401625,spline
1.6483545340960175,5.370253499300897,spline
1.6168868185129393,5.341882515007117,spline
1.5853534084847862,5.312063934566932,spline
1.5537522475279508,5.280667813148687,spline
1.5220811894430344,5.247541282144149,spline
1.4903379310343683,5.212502291817747,spline
1.4585200737344226,5.175331165384655,spline
1.4266250756822987,5.135758502748385,spline
1.3946501970150138,5.093447531484586,spline
1.3625925314693264,5.047967617864205,spline
1.3304488832644905,4.998752214574396,spline
1.2982157151421665,4.94502907300368,spline
1.265888906881715,4.8856955381924685,spline
1.2334633065152167,4.819074930597609,spline
1.2009314477603692,4.742374984376936,spline
1.1682791338499325,4.650222222216986,spline
1.1354617831669975,4.528985793687805,spline
1.1,4.2134786922472225,straight
